circRNA_ID,Chromosome,Start,Stop,Supporting reads,Strand,Unique Supporting reads,Best quality of anchor A,Best quality of anchor B,Samples,Sample counts,Edits,Anchor overlap,Breakpoints,Length (genomic distance),Associated annotation             (if applicable),Correlation with linear counterpart,Annotation description
bowtie_circ_004357,Pf3D7_12_v3,245223,245357,2,+,2,40,40,"T24,TT4","1,1",2,0,1,134,PF3D7_1205500,,"zinc finger protein, putative"
bowtie_circ_004363,Pf3D7_08_v3,226256,227329,2,+,2,40,40,"S3,T32","1,1",0,0,1,1073,PF3D7_0803600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004369,Pf3D7_05_v3,45960,46143,2,-,2,0,40,"T28,T40","1,1",1,0,1,183,PF3D7_0500800,,"mature parasite-infected erythrocyte surface antigen,erythrocyte membrane protein 2 (MESA)"
bowtie_circ_004371,Pf3D7_11_v3,605123,605357,2,+,2,0,40,T44,2,0,0,1,234,PF3D7_1116000,,rhoptry neck protein 4 (RON4)
bowtie_circ_004373,Pf3D7_01_v3,338621,338744,2,+,2,40,40,"T20,T24","1,1",2,0,1,123,PF3D7_0108300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004422,Pf3D7_05_v3,544790,546153,2,+,2,40,40,T40,2,0,0,1,1363,PF3D7_0512600,,Rab GTPase 1b (Rab1b)
bowtie_circ_004433,Pf3D7_02_v3,568698,569048,2,-,2,40,40,"ER,T40","1,1",0,0,1,350,PF3D7_0214100,,protein transport protein sec31 (SEC31)
bowtie_circ_004437,Pf3D7_12_v3,718475,718594,2,+,2,40,40,"ER,T44","1,1",2,0,1,119,PF3D7_1218300,,"adaptor protein subunit, putative"
bowtie_circ_004439,Pf3D7_14_v3,1261360,1262207,2,+,2,40,40,T40,2,0,0,1,847,PF3D7_1432100,,"conserved protein, unknown function"
bowtie_circ_004450,Pf3D7_09_v3,1312487,1312665,2,+,2,5,40,"T12+16,T44","1,1",2,0,1,178,PF3D7_0933000,,"mRNA processing protein, putative"
bowtie_circ_004454,Pf3D7_12_v3,544933,545259,2,+,2,40,40,"T32,T48","1,1",0,0,1,326,PF3D7_1212300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004459,Pf3D7_10_v3,1140917,1141054,2,-,2,5,40,"T40,TT4","1,1",0,0,1,137,PF3D7_1027300,,peroxiredoxin (nPrx)
bowtie_circ_004463,Pf3D7_09_v3,1206383,1206949,2,+,2,40,40,S3,2,1,0,1,566,PF3D7_0930300,,merozoite surface protein 1 (MSP1)
bowtie_circ_004482,Pf3D7_08_v3,803441,803567,2,+,2,40,40,"S3,T48","1,1",0,0,1,126,PF3D7_0817600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004487,Pf3D7_13_v3,2398165,2398293,2,+,2,40,5,"MTLT,T28","1,1",1,0,1,128,PF3D7_1359900,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_004495,Pf3D7_05_v3,817108,818655,2,+,2,40,40,"T20,TT4","1,1",1,0,1,1547,PF3D7_0519700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004497,Pf3D7_09_v3,186129,186266,2,+,2,40,40,"T24,T28","1,1",1,0,1,137,PF3D7_0903900,,"60S ribosomal protein L32, putative"
bowtie_circ_004498,Pf3D7_11_v3,1735994,1736458,3,+,2,40,40,"T44,TT4","1,2",0,0,1,464,PF3D7_1143400,,"translation initiation factor eIF-1A, putative"
bowtie_circ_004508,Pf3D7_13_v3,2466520,2467181,2,-,2,40,40,"T40,TT4","1,1",0,0,1,661,PF3D7_1361500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004537,Pf3D7_11_v3,1708527,1708642,2,-,2,40,40,"ER,T44","1,1",0,0,1,115,PF3D7_1142600,,"60S ribosomal protein L35ae, putative"
bowtie_circ_004545,Pf3D7_09_v3,241726,241930,2,+,2,40,40,"ER,T48","1,1",1,0,1,204,PF3D7_0905100,,"nucleoporin NUP100/NSP100, putative (NUP100)"
bowtie_circ_004558,Pf3D7_10_v3,432528,432677,2,-,2,40,40,"T24,T36","1,1",1,0,1,149,PF3D7_1011100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004560,Pf3D7_09_v3,447994,448213,2,+,2,40,40,"T12+16,T4+8","1,1",0,0,1,219,PF3D7_0909900,,"helicase with Zn-finger motif, putative"
bowtie_circ_004586,Pf3D7_13_v3,1780114,1780297,2,-,2,40,40,"T24,T36","1,1",0,0,1,183,NA,,NA
bowtie_circ_004591,Pf3D7_14_v3,2420914,2421022,3,-,2,40,5,"T36,T4+8","1,2",0,0,1,108,PF3D7_1459000,,ATP-dependent RNA helicase DBP5 (DBP5)
bowtie_circ_004604,Pf3D7_05_v3,916650,916753,2,+,2,40,40,"T40,T48","1,1",1,0,1,103,PF3D7_0522400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004607,Pf3D7_11_v3,1174736,1175181,2,+,2,40,40,TT4,2,0,0,1,445,PF3D7_1130500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004613,Pf3D7_05_v3,661441,661701,2,-,2,40,40,T40,2,1,0,1,260,NA,,NA
bowtie_circ_004614,Pf3D7_05_v3,751880,752164,2,+,2,40,40,S3,2,0,0,1,284,PF3D7_0518000,,"conserved protein, unknown function"
bowtie_circ_004623,Pf3D7_14_v3,782068,782332,2,-,2,40,40,T12+16,2,1,0,1,264,PF3D7_1418800,,signal recognition particle RNA
bowtie_circ_004625,Pf3D7_10_v3,845810,846201,2,-,2,40,40,"T36,TT4","1,1",0,0,1,391,PF3D7_1020900,,ADP-ribosylation factor (ARF1)
bowtie_circ_004628,Pf3D7_14_v3,554268,555638,2,-,2,40,40,"S3,T44","1,1",0,0,1,1370,PF3D7_1414000,,"26S proteasome regulatory subunit RPN13, putative (RPN13)"
bowtie_circ_004634,Pf3D7_03_v3,386163,386656,2,+,2,40,40,T40,2,0,0,1,493,PF3D7_0309000,,dual specificity phosphatase (YVH1)
bowtie_circ_004638,Pf3D7_14_v3,973773,974406,2,-,2,40,40,"T12+16,T32","1,1",0,0,1,633,"PF3D7_1424100,PF3D7_1424200",,"60S ribosomal protein L5, putative"
bowtie_circ_004678,Pf3D7_10_v3,511888,512032,2,+,2,40,40,"LRET,T36","1,1",0,0,1,144,PF3D7_1013200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004686,Pf3D7_04_v3,1127290,1127916,2,+,2,5,40,"T12+16,T20","1,1",0,0,1,626,PF3D7_0424900,,"Plasmodium exported protein (PHISTa), unknown function"
bowtie_circ_004688,Pf3D7_06_v3,589699,589811,2,-,2,40,5,"T44,T48","1,1",2,0,1,112,PF3D7_0614100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004689,Pf3D7_09_v3,913259,913557,2,-,2,40,40,"MTLT,T20","1,1",0,0,1,298,PF3D7_0922500,,phosphoglycerate kinase (PGK)
bowtie_circ_004691,Pf3D7_10_v3,1265713,1265974,2,+,2,40,40,T20,2,0,0,1,261,PF3D7_1031400,,"OTU-like cysteine protease, putative"
bowtie_circ_004695,Pf3D7_06_v3,768894,769349,2,+,2,40,40,"LRET,T36","1,1",1,0,1,455,PF3D7_0618300,,"60S ribosomal protein L27a, putative"
bowtie_circ_004710,Pf3D7_13_v3,2251377,2251492,2,+,2,40,6,T44,2,0,0,1,115,PF3D7_1356800,,"serine/threonine protein kinase, putative (ARK3)"
bowtie_circ_004714,Pf3D7_08_v3,324508,324634,2,-,2,40,40,"ER,T32","1,1",0,0,1,126,PF3D7_0805900,,"conserved protein, unknown function"
bowtie_circ_004728,Pf3D7_11_v3,1623444,1623550,2,-,2,40,40,"ER,T28","1,1",1,0,1,106,PF3D7_1140700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004735,Pf3D7_10_v3,81555,81696,3,-,2,40,40,"T20,T24","2,1",0,0,1,141,PF3D7_1001500,,early transcribed membrane protein 10.1 (ETRAMP10)
bowtie_circ_004737,Pf3D7_13_v3,2430671,2431190,2,-,2,40,40,"T32,T36","1,1",0,0,1,519,PF3D7_1360700,,"SUMO ligase, putative"
bowtie_circ_004751,Pf3D7_03_v3,137186,137819,2,+,2,40,40,TT4,2,0,0,1,633,PF3D7_0302500,,cytoadherence linked asexual protein 3.1 (CLAG3.1)
bowtie_circ_004758,Pf3D7_13_v3,655608,657292,2,-,2,40,40,"T28,T36","1,1",0,0,1,1684,PF3D7_1315600,,phosphatidylinositol synthase (PIS)
bowtie_circ_004762,Pf3D7_10_v3,638453,638702,2,-,2,40,40,"LRET,T24","1,1",2,0,1,249,PF3D7_1015900,,enolase (ENO)
bowtie_circ_004773,Pf3D7_06_v3,389282,390699,2,-,2,40,40,"T32,T40","1,1",0,0,1,1417,PF3D7_0609100,,Zn2  or Fe2  permease
bowtie_circ_004775,Pf3D7_07_v3,856488,856629,3,-,2,40,40,T32,3,0,0,1,141,PF3D7_0719500,,"conserved membrane protein, unknown function"
bowtie_circ_004783,Pf3D7_12_v3,1949879,1950001,2,+,2,40,5,"LRET,T32","1,1",1,0,1,122,PF3D7_1247100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004793,Pf3D7_11_v3,982212,982756,2,-,2,40,5,"T20,T44","1,1",0,0,1,544,PF3D7_1124900,,"60S ribosomal protein L35, putative"
bowtie_circ_004813,Pf3D7_14_v3,2730084,2730487,2,+,2,40,40,ER,2,0,0,1,403,PF3D7_1466700,,"large ribosomal subunit assembling protein, putative"
bowtie_circ_004818,Pf3D7_07_v3,403489,404415,2,+,2,40,40,T12+16,2,0,0,1,926,PF3D7_0709000,,chloroquine resistance transporter (CRT)
bowtie_circ_004820,Pf3D7_14_v3,326799,326952,2,-,2,5,40,"T12+16,T28","1,1",1,0,1,153,PF3D7_1408700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004821,Pf3D7_14_v3,323850,323984,2,+,2,40,40,T28,2,1,0,1,134,PF3D7_1408600,,"40S ribosomal protein S8e, putative"
bowtie_circ_004838,Pf3D7_11_v3,1200147,1200886,2,+,2,5,40,"T20,T40","1,1",0,0,1,739,PF3D7_1131200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004839,Pf3D7_08_v3,231698,231833,2,+,2,40,40,T36,2,0,0,1,135,PF3D7_0803700,,tubulin gamma chain (g-tub)
bowtie_circ_004852,Pf3D7_09_v3,1287679,1287938,6,+,2,40,40,"T4+8,TT4","5,1",0,0,1,259,PF3D7_0932200,,"profilin, putative (PFN)"
bowtie_circ_004869,Pf3D7_02_v3,162206,162786,2,-,2,40,40,TT4,2,0,0,1,580,PF3D7_0203400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004872,Pf3D7_05_v3,237111,237219,3,-,2,40,40,"T36,T44","1,2",0,0,1,108,PF3D7_0505400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004874,Pf3D7_12_v3,1340884,1341064,2,-,2,5,40,"T4+8,T48","1,1",0,0,1,180,PF3D7_1232500,,"CG2-related protein, putative"
bowtie_circ_004876,Pf3D7_03_v3,777346,777462,4,+,2,40,40,"T4+8,T48","3,1",0,0,1,116,PF3D7_0318500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004884,Pf3D7_12_v3,1273818,1273960,3,+,2,40,35,"T36,T4+8","1,2",0,0,1,142,PF3D7_1231000,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004889,Pf3D7_08_v3,657319,657454,2,+,2,40,40,ER,2,0,0,1,135,PF3D7_0813300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004891,Pf3D7_04_v3,1035161,1035458,2,+,2,40,40,T36,2,2,0,1,297,PF3D7_0422500,,"pre-mRNA-splicing helicase BRR2, putative (BRR2)"
bowtie_circ_004898,Pf3D7_12_v3,1640650,1640788,2,+,2,40,40,"T24,T36","1,1",1,0,1,138,PF3D7_1239200,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_004901,Pf3D7_12_v3,1507557,1507723,2,+,2,6,40,"T20,T24","1,1",2,0,1,166,PF3D7_1236100,,clustered-asparagine-rich protein
bowtie_circ_004906,Pf3D7_12_v3,2121430,2121827,2,-,2,40,40,S3,2,0,0,1,397,PF3D7_1252100,,rhoptry neck protein 3 (RON3)
bowtie_circ_004909,Pf3D7_14_v3,1995315,1995423,2,-,2,40,40,"T36,T44","1,1",2,0,1,108,PF3D7_1448500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004919,Pf3D7_10_v3,1113491,1113640,2,-,2,40,40,T48,2,0,0,1,149,PF3D7_1026600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004934,Pf3D7_10_v3,1195749,1195944,3,+,2,40,40,"T12+16,T20","2,1",0,0,1,195,PF3D7_1029200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004935,Pf3D7_08_v3,997807,997928,2,+,2,40,40,"T36,T44","1,1",1,0,1,121,PF3D7_0822600,,protein transport protein Sec23 (SEC23)
bowtie_circ_004945,Pf3D7_13_v3,1850040,1850266,2,+,2,40,40,"ER,LRET","1,1",1,0,1,226,PF3D7_1346300,,DNA/RNA-binding protein Alba 2 (ALBA2)
bowtie_circ_004946,Pf3D7_07_v3,1179850,1179955,3,-,2,40,40,"S3,T20","2,1",0,0,1,105,PF3D7_0727800,,"cation transporting ATPase, putative"
bowtie_circ_004975,Pf3D7_09_v3,1459100,1459296,2,+,2,40,40,"ER,T28","1,1",2,0,1,196,PF3D7_0936800,,"Plasmodium exported protein (PHISTc), unknown function"
bowtie_circ_004986,Pf3D7_07_v3,759015,759343,2,-,2,40,40,"T20,T36","1,1",0,0,1,328,PF3D7_0717600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_004990,Pf3D7_10_v3,317674,317795,2,+,2,5,40,"T28,T36","1,1",2,0,1,121,PF3D7_1007900,,"eukaryotic translation initiation factor 3 subunit 7, putative"
bowtie_circ_004999,Pf3D7_05_v3,704756,704867,2,-,2,6,40,"T40,T44","1,1",0,0,1,111,PF3D7_0516800,,transcription factor with AP2 domain(s) (ApiAP2)
bowtie_circ_005015,Pf3D7_08_v3,431825,432221,2,+,2,4,36,ER,2,2,0,1,396,PF3D7_0808600,,"erythrocyte membrane protein 1, PfEMP1 (VAR)"
bowtie_circ_005028,Pf3D7_03_v3,907450,907555,2,-,2,40,40,"T36,T44","1,1",1,0,1,105,PF3D7_0321700,,"microtubule and actin binding protein, putative"
bowtie_circ_005055,Pf3D7_10_v3,1046897,1047005,2,-,2,40,5,T44,2,2,0,1,108,PF3D7_1025000,,"formin 2, putative"
bowtie_circ_005059,Pf3D7_01_v3,345684,346267,2,-,2,40,40,"T32,TT4","1,1",0,0,1,583,PF3D7_0108400,,"mitochondrial carrier protein, putative"
bowtie_circ_005063,Pf3D7_13_v3,1653782,1653893,2,-,2,40,40,"T24,TT4","1,1",0,0,1,111,PF3D7_1342000,,"40S ribosomal protein S6, putative"
bowtie_circ_005072,Pf3D7_02_v3,572461,572579,2,-,2,40,40,T12+16,2,1,0,1,118,PF3D7_0214100,,protein transport protein sec31 (SEC31)
bowtie_circ_005086,Pf3D7_05_v3,284769,284898,2,+,2,40,40,"LRET,T32","1,1",1,0,1,129,PF3D7_0506800,,"transcription factor 25, putative (TCF25)"
bowtie_circ_005099,Pf3D7_06_v3,1173214,1173721,2,-,2,40,5,"S3,T12+16","1,1",0,0,1,507,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_005102,Pf3D7_14_v3,829022,829166,2,+,2,40,40,"ER,S3","1,1",0,0,1,144,PF3D7_1420000,,"splicing factor 3B subunit 4, putative (SF3B4)"
bowtie_circ_005111,Pf3D7_14_v3,47178,47292,2,-,2,35,40,"T28,T40","1,1",0,0,1,114,PF3D7_1401200,,"Plasmodium exported protein, unknown function"
bowtie_circ_005121,Pf3D7_14_v3,1911754,1911937,2,+,2,40,40,"T24,T40","1,1",1,0,1,183,PF3D7_1446500,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005142,Pf3D7_05_v3,154537,154670,2,+,2,40,5,"S3,T24","1,1",2,0,1,133,PF3D7_0503900,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005147,Pf3D7_10_v3,331306,331435,2,+,2,40,40,"T36,T44","1,1",2,0,1,129,PF3D7_1008100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005168,Pf3D7_09_v3,170917,172720,2,+,2,40,40,T12+16,2,0,0,1,1803,PF3D7_0903600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005170,Pf3D7_14_v3,911061,911169,2,+,2,5,35,"T28,T36","1,1",0,0,1,108,PF3D7_1422600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005193,Pf3D7_13_v3,1091176,1091299,2,-,2,40,40,"T28,T36","1,1",2,0,1,123,PF3D7_1326200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005204,Pf3D7_10_v3,1153629,1153758,3,-,2,40,40,"ER,T12+16","1,2",0,0,1,129,PF3D7_1027800,,"60S ribosomal protein L3, putative"
bowtie_circ_005205,Pf3D7_14_v3,2337666,2338429,2,-,2,40,40,"MTLT,T20","1,1",0,0,1,763,PF3D7_1457000,,signal peptide peptidase (SPP)
bowtie_circ_005207,Pf3D7_14_v3,2739474,2739609,2,-,2,40,5,"T40,T48","1,1",0,0,1,135,PF3D7_1466900,,"rhoptry protein, putative"
bowtie_circ_005226,Pf3D7_14_v3,1016464,1016592,2,-,2,40,40,"ER,T32","1,1",0,0,1,128,PF3D7_1426000,,"60S ribosomal protein L21e, putative"
bowtie_circ_005231,Pf3D7_08_v3,199984,200141,2,-,2,40,4,"ER,T36","1,1",1,0,1,157,PF3D7_0803100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005232,Pf3D7_13_v3,1864688,1864804,2,+,2,40,40,T40,2,0,0,1,116,PF3D7_1346400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005244,Pf3D7_01_v3,379265,379372,2,-,2,40,40,"T24,T32","1,1",2,0,1,107,PF3D7_0109700,,"conserved protein, unknown function"
bowtie_circ_005273,Pf3D7_05_v3,592347,592447,2,-,2,40,40,"T36,T40","1,1",2,0,1,100,PF3D7_0514100,,ATP-dependent DNA helicase UvrD (UvrD)
bowtie_circ_005276,Pf3D7_12_v3,148466,148805,2,-,2,35,40,TT4,2,0,0,1,339,PF3D7_1202600,,"conserved protein, unknown function"
bowtie_circ_005283,Pf3D7_01_v3,306625,306880,2,-,2,40,40,"LRET,T24","1,1",2,0,1,255,PF3D7_0107500,,lipid/sterol:H  symporter
bowtie_circ_005284,Pf3D7_14_v3,218598,218736,2,+,2,40,5,"T36,T40","1,1",2,0,1,138,PF3D7_1406200,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005286,Pf3D7_08_v3,726298,726489,2,-,2,40,40,MTLT,2,0,0,1,191,PF3D7_0815400,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005295,Pf3D7_06_v3,713847,714364,2,+,2,40,40,"T12+16,T48","1,1",0,0,1,517,PF3D7_0617100,,"alpha adaptin-like protein, putative"
bowtie_circ_005302,Pf3D7_05_v3,206682,207849,2,+,2,40,40,"ER,T48","1,1",0,0,1,1167,PF3D7_0504900,,"conserved protein, unknown function"
bowtie_circ_005309,Pf3D7_09_v3,457294,457418,2,-,2,40,40,T32,2,0,0,1,124,PF3D7_0910100,,"Ran-binding protein, putative"
bowtie_circ_005316,Pf3D7_06_v3,1235609,1235770,2,+,2,40,40,"MTLT,T48","1,1",2,0,1,161,PF3D7_0629700,,"SET domain protein, putative (SET1)"
bowtie_circ_005317,Pf3D7_13_v3,197290,197404,2,-,2,40,40,"T36,T44","1,1",0,0,1,114,PF3D7_1303800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005320,Pf3D7_09_v3,738684,738795,3,+,2,40,40,"T32,T40","1,2",0,0,1,111,PF3D7_0917900,,heat shock protein 70 (HSP70-2)
bowtie_circ_005324,Pf3D7_09_v3,98410,98686,2,-,2,40,40,"S3,T24","1,1",0,0,1,276,PF3D7_0902200,,"serine/threonine protein kinase, FIKK family (FIKK9.3)"
bowtie_circ_005326,Pf3D7_06_v3,294390,294536,2,+,2,40,5,"LRET,T24","1,1",1,0,1,146,PF3D7_0607000,,"translation initiation factor IF-2, putative"
bowtie_circ_005350,Pf3D7_10_v3,1122860,1124033,2,+,2,40,40,"T48,TT4","1,1",0,0,1,1173,PF3D7_1026800,,"40S ribosomal protein S2B, putative"
bowtie_circ_005351,Pf3D7_12_v3,789753,789972,2,-,2,40,40,"T24,T32","1,1",0,0,1,219,PF3D7_1219600,,aminophospholipid-transporting P-ATPase (ATPase2)
bowtie_circ_005355,Pf3D7_08_v3,571846,571987,2,+,2,40,40,T24,2,0,0,1,141,PF3D7_0811300,,CCR4-associated factor 1 (CAF1)
bowtie_circ_005371,Pf3D7_13_v3,185374,185474,2,-,2,40,5,"LRET,T44","1,1",2,0,1,100,PF3D7_1303800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005375,Pf3D7_06_v3,258096,258539,2,+,2,40,40,"T20,T32","1,1",0,0,1,443,PF3D7_0606100,,"RNA binding protein, putative"
bowtie_circ_005402,Pf3D7_12_v3,61935,62078,3,-,2,35,5,"T12+16,TT4","1,2",1,0,1,143,PF3D7_1200700,,acyl-CoA synthetase (ACS7)
bowtie_circ_005405,Pf3D7_14_v3,1894576,1894678,2,-,2,40,40,T28,2,0,0,1,102,PF3D7_1446200,,M17 leucyl aminopeptidase (LAP)
bowtie_circ_005410,Pf3D7_11_v3,1443397,1443510,2,+,2,40,40,"T20,T32","1,1",1,0,1,113,PF3D7_1136600,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005418,Pf3D7_11_v3,471936,472056,2,-,2,40,40,"LRET,T32","1,1",1,0,1,120,PF3D7_1112300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005419,Pf3D7_05_v3,148064,148870,4,-,2,40,40,TT4,4,0,0,1,806,PF3D7_0503600,,myosin B (MyoB)
bowtie_circ_005430,Pf3D7_11_v3,1043178,1046099,2,-,2,40,40,T48,2,0,0,1,2921,PF3D7_1126700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005431,Pf3D7_01_v3,358504,359972,2,+,2,40,40,"ER,S3","1,1",0,0,1,1468,PF3D7_0108800,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005437,Pf3D7_02_v3,355497,355631,2,+,2,40,40,T32,2,2,0,1,134,PF3D7_0208600,,"ribosome-recycling factor, putative (RRF)"
bowtie_circ_005442,Pf3D7_14_v3,421171,421609,2,+,2,40,40,T44,2,1,0,1,438,PF3D7_1410400,,rhoptry-associated protein 1 (RAP1)
bowtie_circ_005454,Pf3D7_10_v3,1062726,1062870,2,+,2,40,5,"S3,T40","1,1",1,0,1,144,PF3D7_1025400,,"conserved Plasmodium membrane protein, unknown function"
bowtie_circ_005456,Pf3D7_14_v3,2480534,2481166,2,+,2,40,40,"MTLT,T40","1,1",0,0,1,632,PF3D7_1460900,,"apicoplast ribosomal protein S10 precursor, putative"
bowtie_circ_005464,Pf3D7_02_v3,487324,487426,2,+,2,40,40,"T36,T40","1,1",2,0,1,102,PF3D7_0212100,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005479,Pf3D7_04_v3,92991,93219,2,-,2,40,40,T20,2,0,0,1,228,PF3D7_0401600,,rifin (RIF)
bowtie_circ_005487,Pf3D7_13_v3,2119985,2120171,2,-,2,40,5,"LRET,T20","1,1",1,0,1,186,PF3D7_1353000,,"tryptophan-rich antigen, pseudogene"
bowtie_circ_005490,Pf3D7_10_v3,1408029,1408215,2,+,2,40,40,"ER,TT4","1,1",1,0,1,186,PF3D7_1035500,,merozoite surface protein 6 (MSP6)
bowtie_circ_005491,Pf3D7_08_v3,280589,280752,2,-,2,5,40,"T20,TT4","1,1",1,0,1,163,PF3D7_0804900,,"GTPase activator, putative"
bowtie_circ_005494,Pf3D7_10_v3,370122,370226,2,-,2,40,40,"T44,TT4","1,1",0,0,1,104,PF3D7_1008900,,adenylate kinase (AK1)
bowtie_circ_005503,Pf3D7_02_v3,195340,195462,2,-,2,40,5,"T12+16,T36","1,1",2,0,1,122,PF3D7_0204300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005507,Pf3D7_12_v3,61626,61872,2,-,2,35,40,TT4,2,0,0,1,246,PF3D7_1200700,,acyl-CoA synthetase (ACS7)
bowtie_circ_005509,Pf3D7_12_v3,989528,989675,2,+,2,40,40,T40,2,1,0,1,147,PF3D7_1224300,,"polyadenylate-binding protein, putative (PABP)"
bowtie_circ_005523,Pf3D7_03_v3,522044,522257,2,+,2,40,40,"T28,T40","1,1",0,0,1,213,PF3D7_0312300,,"26S proteasome regulatory subunit S14, putative"
bowtie_circ_005536,Pf3D7_04_v3,409052,409169,2,-,2,35,40,"T32,T36","1,1",0,0,1,117,PF3D7_0408500,,flap endonuclease 1 (FEN1)
bowtie_circ_005549,Pf3D7_04_v3,627832,628333,2,-,2,40,40,"T40,T48","1,1",0,0,1,501,PF3D7_0414000,,"chromosome associated protein, putative"
bowtie_circ_005567,Pf3D7_12_v3,1827024,1827148,2,-,2,40,40,"T20,T32","1,1",0,0,1,124,NA,,NA
bowtie_circ_005568,Pf3D7_08_v3,687808,688024,2,+,2,40,40,"T32,T48","1,1",1,0,1,216,PF3D7_0814200,,DNA/RNA-binding protein Alba 1 (ALBA1)
bowtie_circ_005579,Pf3D7_06_v3,1171904,1173721,2,-,2,40,40,T12+16,2,0,0,1,1817,PF3D7_0628300,,"choline/ethanolaminephosphotransferase, putative (CEPT)"
bowtie_circ_005604,Pf3D7_12_v3,1474043,1474252,2,+,2,40,40,"T40,T44","1,1",0,0,1,209,PF3D7_1235300,,"CCR4-NOT transcription complex subunit 4, putative (NOT4)"
bowtie_circ_005617,Pf3D7_10_v3,324441,324591,2,-,2,40,40,"T28,T40","1,1",2,0,1,150,PF3D7_1008000,,"inositol polyphosphate kinase, putative (IPK1)"
bowtie_circ_005623,Pf3D7_04_v3,897162,897265,2,-,2,40,40,"T28,T44","1,1",2,0,1,103,PF3D7_0420000,,"zinc finger protein, putative"
bowtie_circ_005631,Pf3D7_05_v3,903097,903759,2,-,2,40,40,"T12+16,T40","1,1",0,0,1,662,PF3D7_0522300,,"S-adenosylmethionine-dependent methyltransferase, putative"
bowtie_circ_005644,Pf3D7_11_v3,1045262,1045832,4,-,2,40,40,"T12+16,TT4","1,3",0,0,1,570,PF3D7_1126700,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005654,Pf3D7_08_v3,861026,861170,2,+,2,40,40,ER,2,0,0,1,144,PF3D7_0818900,,heat shock protein 70 (HSP70)
bowtie_circ_005664,Pf3D7_04_v3,262606,262774,2,-,2,40,5,"S3,T44","1,1",2,0,1,168,PF3D7_0404700,,dipeptidyl peptidase 3 (DPAP3)
bowtie_circ_005666,Pf3D7_14_v3,2475954,2476054,2,+,2,40,40,"T20,T36","1,1",1,0,1,100,PF3D7_1460700,,"60S ribosomal protein L27, putative"
bowtie_circ_005694,Pf3D7_14_v3,938331,939118,2,+,2,40,40,"T40,T48","1,1",0,0,1,787,PF3D7_1423300,,serine/threonine protein phosphatase (PP7)
bowtie_circ_005706,Pf3D7_12_v3,281807,281912,2,-,2,40,40,"T32,T48","1,1",2,0,1,105,PF3D7_1206300,,"conserved Plasmodium protein, unknown function"
bowtie_circ_005708,Pf3D7_06_v3,981681,981825,2,+,2,40,40,"ER,T12+16","1,1",0,0,1,144,PF3D7_0624000,,hexokinase (HK)
bowtie_circ_005714,Pf3D7_10_v3,1396447,1396646,2,+,2,40,40,"S3,T48","1,1",2,0,1,199,PF3D7_1035200,,S-antigen
bowtie_circ_005715,Pf3D7_13_v3,2164574,2164713,2,-,2,40,40,"ER,T20","1,1",1,0,1,139,PF3D7_1354300,,"large subunit rRNA methyltransferase, putative"
