lncRNA_ID,chromosome,start,end,strand,length,GC content (%),subtype,evidence ranking,overlapping feature,antisense feature,contains a structural RNA,contains intron,contains multiple introns,putatively essential (no piggybac insertions),overlap PlasmoDB listed lncRNAs,PlasmoDB listed name,intersect Broadbent et al. annotation,intersect Chappell et al. predicted ncRNAs,intersect Siegel et al. natural antisense transcripts,intersect Yang et al. predicted transcripts,intersect Liao et al. annotation,novel
Pf3D7lncRNA_2103,Pf3D7_14_v3,386336,388164,-,1829,13.45,As-UTR,1,,"UTR (PF3D7_1409800, PF3D7_1409900)",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2104,Pf3D7_14_v3,397061,398378,-,1318,16.08,As-G,1,,PF3D7_1410100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2105,Pf3D7_14_v3,419611,419929,-,319,11.29,As-UTR,7,,UTR (PF3D7_1410400),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2106,Pf3D7_14_v3,431737,433444,+,1708,14.05,UTR-asc,1,PF3D7_1410800,,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_2107,Pf3D7_14_v3,431776,432554,-,779,13.74,UTR-asc,7,PF3D7_1410700,UTR (PF3D7_1410800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2108,Pf3D7_14_v3,444857,445566,-,710,16.9,As-G,8,,PF3D7_1411000,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2109,Pf3D7_14_v3,450521,453679,+,3159,16.4,As-G,1,,"UTR (PF3D7_1411100), PF3D7_1411200",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2110,Pf3D7_14_v3,456535,456992,+,458,10.7,As-UTR,7,,UTR (PF3D7_1411200),NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_2111,Pf3D7_14_v3,470629,470931,-,303,18.48,As-G,9,,PF3D7_1411500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2112,Pf3D7_14_v3,471487,472266,-,780,15,As-G,7,,PF3D7_1411500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2113,Pf3D7_14_v3,481495,483501,-,2007,21.67,As-G,7,,"UTR (PF3D7_1411900), PF3D7_1412000",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2114,Pf3D7_14_v3,492979,494294,+,1316,14.36,As-G,1,,PF3D7_1412400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2115,Pf3D7_14_v3,528216,529025,-,810,17.28,As-G,7,,PF3D7_1413100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2116,Pf3D7_14_v3,548896,550733,-,1838,16.43,As-G,1,,PF3D7_1413800,NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2117,Pf3D7_14_v3,555488,557185,+,1698,14.9,As-UTR,3,,"UTR (PF3D7_1414000), LncRNA",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2118,Pf3D7_14_v3,556843,557855,-,1013,11.35,As-UTR,1,,"LncRNA, UTR (PF3D7_1414100)",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2119,Pf3D7_14_v3,566313,568172,+,1860,10.59,As-UTR,1,,"UTR (PF3D7_1414200), LncRNA",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2120,Pf3D7_14_v3,567839,569396,-,1558,13.99,As-lncRNA,1,,LncRNA,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2121,Pf3D7_14_v3,568440,568920,+,481,14.55,As-lncRNA,4,,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2122,Pf3D7_14_v3,571581,572039,-,459,17.43,As-UTR,9,,UTR (PF3D7_1414300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2123,Pf3D7_14_v3,572614,573279,-,666,13.81,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2124,Pf3D7_14_v3,576585,576932,-,348,21.55,As-G,9,,PF3D7_1414400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2125,Pf3D7_14_v3,588723,589459,+,737,12.35,As-UTR,7,,UTR (PF3D7_1414500),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2126,Pf3D7_14_v3,598708,598921,+,214,13.55,As-UTR,7,,UTR (PF3D7_1414800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2127,Pf3D7_14_v3,599165,599488,+,324,9.26,As-UTR,8,,UTR (PF3D7_1414800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2128,Pf3D7_14_v3,601814,603203,+,1390,19.86,As-G,7,,PF3D7_1414900,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2129,Pf3D7_14_v3,610290,611363,-,1074,19.27,As-G,7,,PF3D7_1415100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2130,Pf3D7_14_v3,612824,613537,-,714,11.48,As-UTR,1,,UTR (PF3D7_1415200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2131,Pf3D7_14_v3,615885,617375,-,1491,16.97,As-G,4,,PF3D7_1415300,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2132,Pf3D7_14_v3,633328,636882,+,3555,20.28,As-G,1,,"UTR (PF3D7_1415700), PF3D7_1415700",NO,NO,NO,NO,NO,,YES,YES,YES,YES,NO,NO
Pf3D7lncRNA_2133,Pf3D7_14_v3,649079,649682,+,604,10.43,As-UTR,1,,UTR (PF3D7_1416200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2134,Pf3D7_14_v3,665619,665920,-,302,18.21,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2135,Pf3D7_14_v3,691799,693272,-,1474,13.36,As-UTR,1,,UTR (PF3D7_1417100),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2136,Pf3D7_14_v3,712231,713582,-,1352,17.16,As-G,4,,PF3D7_1417300,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_2137,Pf3D7_14_v3,746149,746798,-,650,10.92,UTR-asc,7,PF3D7_1417600,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2138,Pf3D7_14_v3,747875,748544,-,670,14.63,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2139,Pf3D7_14_v3,752379,753089,-,711,11.95,As-UTR,5,,UTR (PF3D7_1417800),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2140,Pf3D7_14_v3,761873,763867,+,1995,18.25,As-G,1,,"UTR (PF3D7_1418000), PF3D7_1418100",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2141,Pf3D7_14_v3,773814,774440,-,627,15.95,Intergenic,8,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2142,Pf3D7_14_v3,778833,779174,-,342,10.53,Intergenic,4,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2143,Pf3D7_14_v3,780878,782702,-,1825,18.25,Intergenic,1,,,NO,NO,NO,NO,YES,PF3D7_1418800,NO,NO,NO,NO,NO,NO
Pf3D7lncRNA_2144,Pf3D7_14_v3,782632,783643,+,1012,16.8,As-G,1,,"UTR (PF3D7_1418800), PF3D7_1418900",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2145,Pf3D7_14_v3,786426,786779,+,354,12.15,As-UTR,8,,UTR (PF3D7_1419000),NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2146,Pf3D7_14_v3,792200,792960,+,761,12.88,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_2147,Pf3D7_14_v3,812416,813615,+,1200,14.17,As-UTR,7,,UTR (PF3D7_1419500),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2148,Pf3D7_14_v3,828388,828942,+,555,16.04,As-G,7,,PF3D7_1420000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2149,Pf3D7_14_v3,831301,832532,+,1232,16.56,As-G,1,,PF3D7_1420100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2150,Pf3D7_14_v3,845100,845785,-,686,16.33,As-UTR,7,,UTR (PF3D7_1420300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2151,Pf3D7_14_v3,856733,857161,+,429,15.15,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2152,Pf3D7_14_v3,863775,864851,+,1077,20.43,UTR-asc,8,PF3D7_1420700,PF3D7_1420800,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_2153,Pf3D7_14_v3,867531,867841,+,311,11.9,As-G,7,,PF3D7_1421000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2154,Pf3D7_14_v3,869361,870732,+,1372,12.1,UTR-asc,7,PF3D7_1421100,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2155,Pf3D7_14_v3,874107,875251,-,1145,20.44,UTR-asc,1,PF3D7_1421200,PF3D7_1421100,NO,NO,NO,NO,YES,PF3D7_1421150,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2156,Pf3D7_14_v3,876996,878275,+,1280,15.16,As-G,2,,"UTR (PF3D7_1421200), PF3D7_1421300",NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2157,Pf3D7_14_v3,881773,882641,+,869,17.26,As-G,7,,PF3D7_1421400,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2158,Pf3D7_14_v3,892704,894251,+,1548,18.48,As-G,4,,"PF3D7_1422000, PF3D7_1422100",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2159,Pf3D7_14_v3,897688,898242,+,555,17.12,As-G,7,,PF3D7_1422300,NO,NO,NO,NO,NO,,NO,NO,YES,YES,NO,NO
Pf3D7lncRNA_2160,Pf3D7_14_v3,905546,905807,-,262,13.74,As-UTR,7,,UTR (PF3D7_1422400),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2161,Pf3D7_14_v3,907854,910089,-,2236,16.32,As-G,1,,PF3D7_1422500,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2162,Pf3D7_14_v3,911284,913038,-,1755,19.66,As-G,1,,PF3D7_1422600,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2163,Pf3D7_14_v3,932133,932870,-,738,15.31,As-UTR,4,,UTR (PF3D7_1423200),NO,YES,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2164,Pf3D7_14_v3,934113,935219,-,1107,18.43,As-G,7,,PF3D7_1423200,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2165,Pf3D7_14_v3,945968,947162,-,1195,16.49,UTR-asc,1,PF3D7_1423500,PF3D7_1423400,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_2166,Pf3D7_14_v3,965850,966336,+,487,12.53,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_2167,Pf3D7_14_v3,971748,973214,-,1467,16.22,UTR-asc,1,PF3D7_1424200,PF3D7_1423800,YES,NO,NO,NO,YES,"PF3D7_1423900, PF3D7_1424000",NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2168,Pf3D7_14_v3,979464,979864,+,401,21.95,Intronic,4,PF3D7_1424400,,YES,NO,NO,NO,YES,"PF3D7_1424500, PF3D7_1424600",NO,NO,NO,NO,NO,NO
Pf3D7lncRNA_2169,Pf3D7_14_v3,980132,980427,-,296,9.8,As-UTR,9,,UTR (PF3D7_1426600),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2170,Pf3D7_14_v3,980929,983985,+,3057,14.88,As-G,1,,PF3D7_1425200,YES,NO,NO,NO,YES,"PF3D7_1424700, PF3D7_1424800, PF3D7_1424900, PF3D7_1425000, PF3D7_14245100",NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2171,Pf3D7_14_v3,985009,985921,+,913,17.96,As-G,7,,PF3D7_1425300,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2172,Pf3D7_14_v3,1002796,1003227,+,432,9.03,Intergenic,1,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2173,Pf3D7_14_v3,1004481,1005051,-,571,16.29,Intergenic,8,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2174,Pf3D7_14_v3,1012785,1013348,+,564,19.86,UTR-asc,9,PF3D7_1425800,PF3D7_1425900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2175,Pf3D7_14_v3,1017259,1019084,+,1826,14.84,As-G,1,,"UTR (PF3D7_1426000), PF3D7_1426100",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2176,Pf3D7_14_v3,1020145,1022857,+,2713,18.17,As-G,4,,"UTR (PF3D7_1426100), PF3D7_1426200",NO,NO,NO,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_2177,Pf3D7_14_v3,1023883,1024464,+,582,25.09,As-G,7,,PF3D7_1426300,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2178,Pf3D7_14_v3,1040325,1041862,+,1538,12.81,As-UTR,1,,UTR (PF3D7_1426700),NO,NO,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2179,Pf3D7_14_v3,1041691,1042276,-,586,11.77,UTR-asc,7,PF3D7_1426700,LncRNA,NO,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2180,Pf3D7_14_v3,1058667,1060101,-,1435,25.51,As-G,9,,PF3D7_1427100,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2181,Pf3D7_14_v3,1060697,1061199,-,503,15.71,As-UTR,7,,UTR (PF3D7_1427200),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2182,Pf3D7_14_v3,1062124,1063385,-,1262,16.4,As-G,4,,PF3D7_1427200,NO,NO,NO,NO,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_2183,Pf3D7_14_v3,1069548,1071908,-,2361,15.84,As-UTR,7,,"UTR (PF3D7_1427300, PF3D7_CEN14)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2184,Pf3D7_14_v3,1090264,1091958,-,1695,13.51,Intergenic,1,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_2185,Pf3D7_14_v3,1108132,1109577,+,1446,20.68,As-G,1,,PF3D7_1428400,NO,NO,NO,YES,NO,,YES,YES,YES,NO,NO,NO
Pf3D7lncRNA_2186,Pf3D7_14_v3,1117125,1117772,+,648,14.35,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2187,Pf3D7_14_v3,1125240,1126473,-,1234,19.85,As-G,1,,PF3D7_1428500,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2188,Pf3D7_14_v3,1140253,1141047,+,795,18.24,As-G,7,,PF3D7_1429000,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2189,Pf3D7_14_v3,1175233,1175706,-,474,15.61,As-G,4,,PF3D7_1429800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2190,Pf3D7_14_v3,1183864,1186330,-,2467,20.75,UTR-asc,4,PF3D7_1430000,PF3D7_1430100,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2191,Pf3D7_14_v3,1188908,1189409,-,502,19.52,As-G,8,,PF3D7_1430200,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2192,Pf3D7_14_v3,1190337,1190671,-,335,18.51,As-G,8,,PF3D7_1430200,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2193,Pf3D7_14_v3,1209475,1210581,-,1107,17.71,As-G,8,,PF3D7_1430600,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2194,Pf3D7_14_v3,1211232,1211847,-,616,28.9,As-G,9,,PF3D7_1430700,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2195,Pf3D7_14_v3,1219662,1220240,+,579,14.68,As-UTR,7,,UTR (PF3D7_1431000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2196,Pf3D7_14_v3,1229101,1229825,+,725,13.38,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2197,Pf3D7_14_v3,1237916,1238608,+,693,15.44,As-UTR,1,,UTR (PF3D7_1431500),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2198,Pf3D7_14_v3,1242813,1243423,-,611,15.55,As-UTR,7,,UTR (PF3D7_1431600),NO,NO,NO,NO,NO,,NO,NO,NO,NO,YES,NO
Pf3D7lncRNA_2199,Pf3D7_14_v3,1244726,1246618,-,1893,16.16,As-UTR,4,,"UTR (PF3D7_1431600, PF3D7_1431700)",NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2200,Pf3D7_14_v3,1251618,1252572,-,955,18.22,As-G,4,,PF3D7_1431800,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2201,Pf3D7_14_v3,1259471,1263228,-,3758,15.65,UTR-asc,1,PF3D7_1432000,,NO,UNCLEAR,UNCLEAR,NO,NO,,YES,NO,NO,YES,NO,NO
Pf3D7lncRNA_2202,Pf3D7_14_v3,1292014,1292374,+,361,15.79,As-UTR,7,,"UTR (PF3D7_1432700, PF3D7_1432800)",NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2203,Pf3D7_14_v3,1297607,1299409,+,1803,13.42,As-G,1,,"UTR (PF3D7_1432900), PF3D7_1433000",NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2204,Pf3D7_14_v3,1309026,1309849,-,824,11.29,As-UTR,4,,UTR (PF3D7_1433300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2205,Pf3D7_14_v3,1331427,1333187,+,1761,15.5,As-G,1,,PF3D7_1433500,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2206,Pf3D7_14_v3,1340289,1340549,-,261,8.43,Intergenic,7,,,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2207,Pf3D7_14_v3,1371341,1372130,-,790,13.29,UTR-asc,7,PF3D7_1434200,,NO,NO,NO,NO,NO,,YES,YES,NO,NO,YES,NO
Pf3D7lncRNA_2208,Pf3D7_14_v3,1377921,1378938,+,1018,15.52,As-G,4,,PF3D7_1434500,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2209,Pf3D7_14_v3,1412290,1413217,-,928,19.07,As-G,7,,PF3D7_1434900,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2210,Pf3D7_14_v3,1417082,1417495,+,414,14.98,As-UTR,8,,UTR (PF3D7_1435100),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2211,Pf3D7_14_v3,1418626,1419773,-,1148,18.55,As-G,1,,PF3D7_1435200,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2212,Pf3D7_14_v3,1445294,1446693,+,1400,23.07,As-G,4,,PF3D7_1435700,NO,NO,NO,YES,NO,,YES,NO,YES,YES,NO,NO
Pf3D7lncRNA_2213,Pf3D7_14_v3,1455900,1456505,+,606,14.36,UTR-asc,7,PF3D7_1435600,LncRNA,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2214,Pf3D7_14_v3,1456023,1456563,-,541,14.6,As-UTR,7,,UTR (PF3D7_1436000),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2215,Pf3D7_14_v3,1457327,1457639,-,313,9.9,As-UTR,9,,UTR (PF3D7_1436000),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2216,Pf3D7_14_v3,1458766,1460465,-,1700,21.24,As-G,1,,PF3D7_1436000,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2217,Pf3D7_14_v3,1475353,1477259,+,1907,13.95,UTR-asc,4,PF3D7_1436300,,NO,NO,NO,NO,NO,,YES,YES,NO,YES,NO,NO
Pf3D7lncRNA_2218,Pf3D7_14_v3,1476613,1476983,-,371,12.94,As-UTR,7,,UTR (PF3D7_1436300),NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2219,Pf3D7_14_v3,1500172,1501739,+,1568,16.96,As-G,7,,PF3D7_1436900,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2220,Pf3D7_14_v3,1512023,1513353,+,1331,12.25,As-UTR,1,,UTR (PF3D7_1437300),NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2221,Pf3D7_14_v3,1515904,1516157,-,254,18.5,UTR-asc,7,PF3D7_1437300,PF3D7_1437400,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2222,Pf3D7_14_v3,1518581,1519950,-,1370,16.86,As-G,4,,PF3D7_1437400,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2223,Pf3D7_14_v3,1521687,1522561,-,875,14.51,As-G,8,,PF3D7_1437500,NO,YES,NO,NO,NO,,NO,YES,NO,NO,NO,NO
Pf3D7lncRNA_2224,Pf3D7_14_v3,1528987,1531051,+,2065,17.38,As-G,1,,PF3D7_1437800,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2225,Pf3D7_14_v3,1539924,1541129,+,1206,13.35,As-G,1,,PF3D7_1438100,NO,NO,NO,NO,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2226,Pf3D7_14_v3,1543593,1546651,+,3059,15.66,UTR-asc,1,PF3D7_1438300,PF3D7_1438200,YES,NO,NO,NO,NO,,YES,YES,NO,NO,NO,NO
Pf3D7lncRNA_2227,Pf3D7_14_v3,1545556,1546066,-,511,11.94,As-UTR,4,,UTR (PF3D7_1438300),NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2228,Pf3D7_14_v3,1546232,1546881,-,650,18.15,As-UTR,6,,UTR (PF3D7_1438300),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2229,Pf3D7_14_v3,1562976,1563867,-,892,14.8,As-G,7,,PF3D7_1438600,NO,NO,NO,NO,NO,,NO,NO,YES,NO,NO,NO
Pf3D7lncRNA_2230,Pf3D7_14_v3,1568402,1569910,-,1509,14.25,As-lncRNA,9,,LncRNA,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2231,Pf3D7_14_v3,1568619,1569020,+,402,15.67,As-lncRNA,8,,LncRNA,NO,NO,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2232,Pf3D7_14_v3,1572114,1573111,-,998,17.84,As-G,4,,PF3D7_1438800,NO,YES,NO,YES,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2233,Pf3D7_14_v3,1574953,1576998,-,2046,17.2,As-G,1,,PF3D7_1438900,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2234,Pf3D7_14_v3,1577837,1580028,-,2192,17.29,As-G,4,,PF3D7_1439000,NO,NO,NO,NO,NO,,YES,NO,YES,NO,NO,NO
Pf3D7lncRNA_2235,Pf3D7_14_v3,1592194,1593545,-,1352,14.13,As-G,1,,PF3D7_1439200,NO,NO,NO,NO,NO,,NO,YES,YES,NO,NO,NO
Pf3D7lncRNA_2236,Pf3D7_14_v3,1602682,1603647,+,966,14.18,Intergenic,6,,,NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2237,Pf3D7_14_v3,1603814,1604188,-,375,13.6,Intergenic,7,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_2238,Pf3D7_14_v3,1604786,1605143,+,358,10.34,Intergenic,7,,,NO,NO,NO,NO,NO,,YES,NO,NO,NO,YES,NO
Pf3D7lncRNA_2239,Pf3D7_14_v3,1605543,1605867,+,325,13.54,Intergenic,7,,,NO,NO,NO,YES,NO,,YES,NO,NO,NO,NO,NO
Pf3D7lncRNA_2240,Pf3D7_14_v3,1632303,1633421,+,1119,13.67,As-G,4,,PF3D7_1440100,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2241,Pf3D7_14_v3,1637555,1638795,-,1241,15.15,As-UTR,7,,UTR (PF3D7_1440200),NO,NO,NO,NO,NO,,NO,NO,NO,NO,NO,YES
Pf3D7lncRNA_2242,Pf3D7_14_v3,1663832,1664223,+,392,15.56,Intergenic,7,,,NO,NO,NO,NO,NO,,NO,NO,NO,YES,NO,NO
Pf3D7lncRNA_2243,Pf3D7_14_v3,1666536,1667700,-,1165,18.03,As-G,4,,PF3D7_1440800,NO,NO,NO,YES,NO,,NO,YES,YES,NO,NO,NO
