Gene ID,Transcript ID,Chromosome,Start,Stop,Strand,Length,Exon count,Exon lengths,Relative Exon starts,GC content,Coding potential,Mean expression ,Max expression ,Max expression time-point ,Log2 fold change ,Significant Differential GENE Expression,Max JS Specificity score ,More correlated neighbor                 ,More correlated neighbor            description       ,Correlation with more correlated neighbor                ,Orientation with respect to more correlated neighbor             ,Distance from more correlated neighbor              ,Less correlated neighbor     ,Less correlated neighbor description       ,Correlation with less correlated neighbor ,Distance from less correlated neighbor,FPKM T20,FPKM T24,FPKM T28,FPKM T32,FPKM T36,FPKM T40,FPKM T44,FPKM T48,FPKM TT8,FPKM R,FPKM ET,FPKM LT,FPKM S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005623,TCONS_00008202,Pf3D7_14_v3,457054,457746,+,692,1,"692,","0,",0.15,,16.58,45.22,TT8,4.11,YES,0.16,PF3D7_1411200,rhomboid protease ROM8 (ROM8),0.57,divergent,2175,PF3D7_1411300,"conserved Plasmodium protein, unknown function",0.223417416,1049,24.99,9.39,6.65,8.26,1.68,8.01,25.10,3.46,45.22,19.80,4.94,2.14,9.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005632,TCONS_00008217,Pf3D7_14_v3,519315,520181,+,866,1,"866,","0,",0.12,,9.59,37.56,T14,4.35,YES,0.20,PF3D7_1412800,N-myristoyltransferase (NMT),0.89,divergent,1122,NA,NA,NA,NA,27.55,5.97,2.25,2.19,2.74,2.07,2.38,0.90,16.24,17.34,1.06,0.92,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006097,TCONS_00008892,Pf3D7_14_v3,519682,520623,-,941,1,"941,","0,",0.12,,5.59,10.15,T36,3.48,,0.15,NA,NA,NA,NA,NA,PF3D7_1412900.1,"non-canonical ubiquitin conjugating enzyme, putative",0.017211125,585,5.72,5.53,7.05,8.35,10.15,7.53,5.32,0.00,3.01,0.89,0.92,2.44,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006106,TCONS_00008903,Pf3D7_14_v3,556652,557802,-,1034,2,"912,122,","0,1028,",0.12,,10.34,19.92,T20,2.18,,0.15,PF3D7_1414100,"conserved Plasmodium protein, unknown function",0.76,divergent,2290,PF3D7_1414000,"26S proteasome regulatory subunit RPN13, putative (RPN13)",-0.895529034,880,19.92,11.97,15.90,8.72,3.67,3.62,4.20,4.71,16.69,9.30,7.00,10.16,2.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006108,TCONS_00008906,Pf3D7_14_v3,566003,566496,-,493,1,"493,","0,",0.10,,99.44,291.29,TT8,5.32,YES,0.15,NA,NA,NA,NA,NA,PF3D7_1414200,"conserved Plasmodium protein, unknown function",0.786039634,756,127.01,86.50,54.59,19.65,6.33,15.64,96.48,78.97,291.29,104.03,10.42,8.41,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006109,TCONS_00008907,Pf3D7_14_v3,566830,567389,-,559,1,"559,","0,",0.11,,36.12,105.92,TT8,4.95,YES,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.60,37.28,24.23,10.67,2.46,3.27,12.24,19.44,105.92,58.36,5.50,0.94,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006110,TCONS_00008908,Pf3D7_14_v3,568465,569185,-,720,1,"720,","0,",0.16,,6.64,14.40,T14,2.73,,0.16,PF3D7_1414300,"60S ribosomal protein L10, putative",0.83,divergent,1616,NA,NA,NA,NA,14.35,7.48,5.89,9.52,5.26,3.06,2.23,1.46,8.04,12.58,10.30,10.47,1.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006473,TCONS_00009434,Pf3D7_14_v3,639017,639860,.,843,1,"843,","0,",0.15,,2.52,7.44,T20,2.85,,0.21,PF3D7_1415800,"small subunit rRNA dimethylase, putative",0.86,convergent,513,PF3D7_1415700,"serine C-palmitoyltransferase, putative",-0.115988433,2484,7.44,2.19,1.64,1.38,0.28,0.27,0.17,0.72,6.20,1.82,0.39,0.46,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005657,TCONS_00008253,Pf3D7_14_v3,748863,749866,+,1003,1,"1003,","0,",0.14,,9.78,17.24,T6,2.23,YES,0.15,PF3D7_1417700,"conserved Plasmodium protein, unknown function",0.06,tandem,463,PF3D7_1417600,"conserved Plasmodium protein, unknown function",-0.779723358,4181,3.83,2.88,8.94,16.21,14.32,9.12,12.05,3.15,15.66,4.57,2.94,13.42,6.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005668,TCONS_00008270,Pf3D7_14_v3,812761,813307,+,546,1,"546,","0,",0.18,,13.10,39.89,TT8,3.12,YES,0.17,PF3D7_1419400,"conserved Plasmodium membrane protein, unknown function",0.87,divergent,1392,PF3D7_1419500,"conserved Plasmodium protein, unknown function",-0.315539285,470,25.05,7.07,7.96,9.29,4.77,3.99,3.69,4.04,39.89,20.99,8.93,12.61,11.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006147,TCONS_00008956,Pf3D7_14_v3,856488,858315,-,1827,1,"1827,","0,",0.14,,8.15,22.81,T20,4.02,YES,0.18,PF3D7_1420700,"surface protein, Pf113 (Pf113)",0.84,divergent,1695,PF3D7_1420600,"pantothenate kinase, putative (PANK)",-0.716355737,525,22.81,7.53,5.43,3.10,0.84,0.47,4.22,2.81,19.78,17.51,3.04,3.10,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005674,TCONS_00008278,Pf3D7_14_v3,869658,870212,+,554,1,"554,","0,",0.15,,17.68,34.74,T36,2.40,,0.15,PF3D7_1421000,"conserved Plasmodium protein, unknown function",0.18,divergent,738,NA,NA,NA,NA,6.91,19.38,23.88,34.41,34.74,30.10,12.86,5.79,8.05,5.46,7.82,10.75,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006151,TCONS_00008960,Pf3D7_14_v3,869689,870209,-,520,1,"520,","0,",0.15,,5.09,42.99,TT8,5.46,,0.38,PF3D7_1421100,"conserved Plasmodium protein, unknown function",0.88,divergent,790,NA,NA,NA,NA,1.08,0.00,0.35,0.00,0.00,0.00,1.89,0.00,42.99,0.79,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006165,TCONS_00008976,Pf3D7_14_v3,920194,920655,-,461,1,"461,","0,",0.12,,25.61,73.68,T20,4.10,YES,0.16,PF3D7_1422800,"actin-related protein, putative (ARP4a)",0.79,tandem,197,PF3D7_1422900,"14-3-3 protein, putative",0.033894115,2275,73.68,39.77,16.21,17.74,7.46,3.95,5.83,3.35,41.53,43.07,12.65,5.80,2.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005683,TCONS_00008289,Pf3D7_14_v3,927563,929230,+,1667,1,"1667,","0,",0.16,,8.18,27.76,T44,4.28,YES,0.21,PF3D7_1423100,"ankyrin, putative",0.98,tandem,272,PF3D7_1423000,"GTPase, putative",-0.545286956,1136,0.70,0.48,0.95,0.62,1.14,12.40,27.76,8.35,16.16,0.55,0.18,0.30,10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006170,TCONS_00008981,Pf3D7_14_v3,964925,965838,-,913,1,"913,","0,",0.10,,10.32,16.16,T24,1.62,,0.14,PF3D7_1423700,"conserved Plasmodium protein, unknown function",0.68,tandem,1175,NA,NA,NA,NA,13.60,16.16,15.35,12.04,15.18,5.24,5.58,6.69,4.57,9.17,5.26,16.61,8.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005688,TCONS_00008299,Pf3D7_14_v3,966107,966776,+,669,1,"669,","0,",0.14,,5.40,15.92,T20,3.44,,0.19,PF3D7_1423800,"conserved Plasmodium protein, unknown function",0.90,tandem,786,NA,NA,NA,NA,15.92,6.87,6.32,3.95,1.91,1.28,0.83,0.93,10.51,9.38,4.06,4.84,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006176,TCONS_00008988,Pf3D7_14_v3,976265,977192,-,927,1,"927,","0,",0.13,,10.28,18.67,T14,2.12,,0.15,PF3D7_1424400,"60S ribosomal protein L7-3, putative",0.78,divergent,715,NA,NA,NA,NA,18.45,18.41,10.06,5.56,5.35,6.19,3.51,3.93,16.99,27.01,10.93,10.43,5.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005698,TCONS_00008316,Pf3D7_14_v3,1015251,1015825,+,574,1,"574,","0,",0.16,,6.41,24.34,T20,4.66,,0.21,PF3D7_1426000,"60S ribosomal protein L21e, putative",0.95,convergent,307,PF3D7_1425900,"conserved Plasmodium protein, unknown function",0.876316712,986,24.34,9.28,5.17,7.45,1.40,0.76,1.50,0.00,8.72,15.00,0.60,1.99,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005699,TCONS_00008317,Pf3D7_14_v3,1017972,1018619,+,647,1,"647,","0,",0.15,,9.51,24.19,T14,4.65,,0.17,PF3D7_1426000,"60S ribosomal protein L21e, putative",0.91,divergent,1354,PF3D7_1426100,"basic transcription factor 3b, putative",0.858387708,125,23.60,12.94,8.03,8.58,6.72,3.16,2.39,2.07,12.92,17.85,4.61,11.86,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005700,TCONS_00008318,Pf3D7_14_v3,1020262,1021088,+,826,1,"826,","0,",0.12,,12.99,35.18,T20,5.18,YES,0.18,PF3D7_1426100,"basic transcription factor 3b, putative",0.93,divergent,1002,PF3D7_1426200,arginine methyltransferase 1 (PRMT1),0.620896963,563,35.18,19.78,16.03,11.33,4.86,2.85,1.27,0.00,19.42,25.14,1.60,4.08,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006188,TCONS_00009011,Pf3D7_14_v3,1041392,1042301,-,909,1,"909,","0,",0.12,,7.91,20.48,T20,3.68,,0.18,PF3D7_1426800,"conserved Plasmodium protein, unknown function",0.82,divergent,755,PF3D7_1426700,"phosphoenolpyruvate carboxylase, putative (PEPC)",-0.465582054,1809,20.48,15.85,11.22,4.23,1.05,1.41,2.16,0.68,10.58,8.35,0.41,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005710,TCONS_00008331,Pf3D7_14_v3,1089604,1092534,+,2930,1,"2930,","0,",0.12,,7.37,26.55,T20,3.51,,0.19,PF3D7_1427800,"exosome complex exonuclease rrp41, putative",0.90,divergent,502,NA,NA,NA,NA,26.55,12.23,10.55,7.51,2.58,2.03,2.37,1.42,2.66,8.61,3.34,2.86,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006194,TCONS_00009021,Pf3D7_14_v3,1090041,1091713,-,1672,1,"1672,","0,",0.14,,5.18,12.32,T32,3.21,,0.17,PF3D7_1427900,"conserved protein, unknown function",0.69,divergent,1222,NA,NA,NA,NA,5.28,2.74,10.24,12.32,6.50,7.12,7.10,0.44,2.18,3.47,2.27,7.53,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005714,TCONS_00008337,Pf3D7_14_v3,1107278,1108396,+,1118,1,"1118,","0,",0.17,,5.27,13.29,T14,2.80,,0.17,PF3D7_1428300,"proliferation-associated protein 2g4, putative",0.64,divergent,764,PF3D7_1428400,"probable protein, unknown function",-0.574495499,33,8.63,4.70,3.01,6.67,6.60,4.59,2.54,2.81,4.04,11.47,2.76,7.45,3.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006213,TCONS_00009045,Pf3D7_14_v3,1229206,1230133,-,927,1,"927,","0,",0.14,YES,4.92,16.30,T14,3.87,,0.21,PF3D7_1431300,"large ribosomal subunit associated GTPase, putative",0.92,divergent,902,PF3D7_1431200,"conserved Plasmodium protein, unknown function",0.834043072,1189,11.76,8.01,4.20,2.10,0.90,0.18,0.23,0.52,8.91,13.84,1.58,0.00,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005731,TCONS_00008365,Pf3D7_14_v3,1237922,1238725,+,803,1,"803,","0,",0.15,,6.24,24.63,T44,4.68,YES,0.24,PF3D7_1431400,"conserved Plasmodium protein, unknown function",0.97,divergent,797,PF3D7_1431500,mitogen-activated protein kinase 1 (MAP1),-0.263855545,125,0.00,0.00,0.00,0.00,2.36,14.97,24.63,11.05,7.98,0.81,0.00,0.96,22.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006216,TCONS_00009049,Pf3D7_14_v3,1241787,1242606,-,819,1,"819,","0,",0.15,,7.07,14.45,T28,3.40,,0.16,PF3D7_1431500,mitogen-activated protein kinase 1 (MAP1),0.91,tandem,192,PF3D7_1431600,"ATP-specific succinyl-CoA synthetase beta subunit, putative",0.274520652,1411,5.47,9.57,14.45,10.53,10.22,7.93,6.55,4.83,0.46,1.64,10.81,10.34,8.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006220,TCONS_00009053,Pf3D7_14_v3,1259180,1260042,-,550,2,"401,149,","0,713,",0.11,,0.19,1.35,T32,1.23,,0.49,PF3D7_1432000,"syntaxin, Qa-SNARE family (SYN11)",0.84,tandem,209,PF3D7_1432100,"conserved protein, unknown function",0.380161517,865,0.00,0.00,0.46,1.35,0.00,0.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006220,TCONS_00009054,Pf3D7_14_v3,1259180,1260246,-,1066,1,"1066,","0,",0.15,,19.55,32.09,T28,1.90,,0.14,PF3D7_1432000,"syntaxin, Qa-SNARE family (SYN11)",0.84,tandem,209,PF3D7_1432100,"conserved protein, unknown function",0.380161517,865,29.29,18.81,32.09,19.23,28.27,23.06,12.36,15.62,7.84,9.67,22.72,28.35,16.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005741,TCONS_00008378,Pf3D7_14_v3,1331201,1331829,+,628,1,"628,","0,",0.12,,8.54,17.25,T40,3.13,,0.16,PF3D7_1433400,"conserved Plasmodium membrane protein, unknown function",0.75,divergent,1624,PF3D7_1433500,"DNA topoisomerase II, putative",-0.585726501,533,3.51,3.95,10.68,15.22,10.99,17.25,14.35,13.47,1.88,5.00,10.07,35.86,32.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006230,TCONS_00009071,Pf3D7_14_v3,1338292,1339139,-,847,1,"847,","0,",0.12,,38.02,119.41,TT8,3.51,YES,0.16,PF3D7_1433500,"DNA topoisomerase II, putative",0.89,tandem,991,PF3D7_1433600,"microsomal signal peptidase protein, putative (SPC1)",-0.571670977,2549,51.38,19.07,17.78,9.55,13.43,13.48,29.93,33.86,119.41,53.87,2.82,7.03,6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006235,TCONS_00009079,Pf3D7_14_v3,1370244,1371825,-,1581,1,"1581,","0,",0.14,,10.64,16.33,T28,2.48,YES,0.14,PF3D7_1434300,Hsp70/Hsp90 organizing protein (HOP),0.74,divergent,1077,PF3D7_1434200,calmodulin (CAM),-0.822793838,448,14.08,13.37,16.33,15.95,9.51,4.64,5.39,2.10,14.33,9.66,4.56,8.60,3.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006246,TCONS_00009100,Pf3D7_14_v3,1455901,1456737,-,836,1,"836,","0,",0.13,,6.95,34.96,T20,5.17,YES,0.23,PF3D7_1436000,glucose-6-phosphate isomerase (GPI),0.90,divergent,1393,PF3D7_1435900,"conserved Plasmodium protein, unknown function",-0.087510986,405,34.96,13.36,9.76,5.01,3.36,0.79,2.52,0.00,1.49,7.59,1.37,2.60,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006248,TCONS_00009103,Pf3D7_14_v3,1475539,1476386,-,847,1,"847,","0,",0.15,,5.31,19.66,T20,4.37,YES,0.21,NA,NA,NA,NA,NA,PF3D7_1436200,"conserved Plasmodium protein, unknown function",-0.266448368,1101,19.66,6.49,3.75,0.62,0.00,0.55,2.55,1.59,13.66,8.23,3.55,1.10,3.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_005758,TCONS_00008406,Pf3D7_14_v3,1476528,1477501,+,973,1,"973,","0,",0.12,,8.07,17.77,T20,2.55,,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.77,16.16,11.04,4.20,2.84,2.21,5.56,9.30,6.13,5.49,2.40,3.43,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006249,TCONS_00009104,Pf3D7_14_v3,1476986,1477733,-,747,1,"747,","0,",0.11,YES,10.57,36.49,TT8,4.90,,0.20,PF3D7_1436300,translocon component PTEX150 (PTEX150),0.93,divergent,2043,NA,NA,NA,NA,12.72,5.93,3.38,0.26,0.49,0.69,5.96,26.78,36.49,20.09,0.60,0.52,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
XLOC_006253,TCONS_00009111,Pf3D7_14_v3,1510883,1511702,-,819,1,"819,","0,",0.11,,36.76,75.35,T44,3.42,YES,0.14,PF3D7_1437200,"ribonucleoside-diphosphate reductase, large subunit, putative",0.86,tandem,794,PF3D7_1437300,"conserved Plasmodium protein, unknown function",0.504981237,2235,22.97,23.80,24.16,25.66,47.27,74.95,75.35,22.03,18.54,9.35,4.32,15.66,27.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
